Name,NetWorth,Country,Continent,Source,Continent_Rank,Rank,Age Range,Industry,,Age
Rubens Ometto Silveira Mello,1.6,Brazil,,"sugar, ethanol",,1931,70,Energy,,71
Rudolf Maag,4.5,Switzerland,,medical devices,,638,70,Healthcare,,75
Rudy Ma,2.8,Taiwan,,finance,,1111,80,Finance & Investments,,80
Rufino Vigil Gonzalez,1.7,Mexico,,steel,,1833,70,Metals & Mining,,72
"Rupert Johnson, Jr.",4.1,United States,,money management,,705,80,Finance & Investments,,80
Rupert Murdoch & family,23.5,United States,,"newspapers, TV network",,71,90,Media & Entertainment,,90
Russ Weiner,3.7,United States,,energy drinks,,807,50,Food & Beverage,,50
Rustem Sulteev,1.2,Russia,,"refinery, chemicals",,2378,60,Energy,,67
Ryan Cohen,1.6,Canada,,investments,,1931,30,Finance & Investments,,35
Ryan Graves,1.2,United States,,uber,,2378,30,Technology,,37
Ryan Smith,1.5,United States,,cloud computing,,2035,40,Technology,,42
Ryuji Arai,1.3,Japan,,appliances,,2263,70,Manufacturing,,74
S. Curtis Johnson,3.6,United States,,cleaning products,,831,60,Manufacturing,,65
S. Daniel Abraham,2,United States,,Slim-Fast,,1580,90,Food & Beverage,,96
S.D. Shibulal,1.9,India,,software services,,1664,60,Technology,,66
Sabrina Benetton,1.7,Italy,,"fashion retail, investments",,1833,40,Fashion & Retail,,47
Sachin Bansal,1.2,India,,flipkart,,2378,30,Fashion & Retail,,39
Safra Catz,1.5,United States,,software,,2035,50,Technology,,59
Safra siblings,7.1,Brazil,South America,banking,8,358,N/A,Finance & Investments,,N/A
Said Gutseriev,1.7,Russia,,"oil, retail",,1833,30,Energy,,32
Saket Burman,1.7,United Kingdom,,consumer goods,,1833,40,Food & Beverage,,44
Salil Singhal,2.2,India,,agrochemicals,,1444,70,Manufacturing,,73
Sam Bankman-Fried,8.7,United States,,cryptocurrency,,274,20,Finance & Investments,,29
Sam Goi,2,Singapore,,frozen foods,,1580,70,Food & Beverage,,74
Sam Tarascio,1.2,Australia,,real estate,,2378,70,Real Estate,,76
Sam Zell,5.3,United States,,"real estate, private equity",,529,70,Real Estate,,79
Sami Mnaymneh,4.5,United States,,private equity,,638,50,Finance & Investments,,59
Samir Mehta,2.9,India,,"pharmaceuticals, power",,1064,50,Healthcare,,57
Samuel Barata,1.4,Brazil,,drugstores,,2141,80,Fashion & Retail,,83
Samuel Tak Lee,3.6,Hong Kong,,real estate,,831,80,Real Estate,,81
Samuel Yin,4.1,Taiwan,,retail,,705,70,Diversified,,70
Samvel Karapetyan,3.3,Russia,,real estate,,925,50,Construction & Engineering,,55
Sandeep Engineer,2.3,India,,plastic pipes,,1362,50,Manufacturing,,59
Sandor Csanyi,1.2,Hungary,,"finance, real estate",,2378,60,Diversified,,68
Sandra Ortega Mera,7.3,Spain,,Zara,,344,50,Fashion & Retail,,52
Sandro Veronesi & family,2.1,Italy,,fashion,,1517,60,Fashion & Retail,,61
Sandy Weill,1,United States,,Citigroup,,2674,80,Finance & Investments,,88
Sanjay Agarwal,1.3,India,,banking,,2263,50,Finance & Investments,,50
Sanjeev Bikhchandani,2.9,India,,Internet,,1064,50,Technology,,57
Sanjit Biswas,1.1,United States,,sensor systems,,2524,30,Technology,,39
Sanjiv Goenka,1.9,India,,diversified,,1664,60,Diversified,,60
Sarah MacMillan,1.7,United States,,Cargill,,1833,60,Food & Beverage,,67
Sarath Ratanavadi,8.9,Thailand,,energy,,264,50,Energy,,55
Sathien Setthasit,2,Thailand,,energy drinks,,1580,60,Food & Beverage,,66
Satish Reddy,1.5,India,,pharmaceuticals,,2035,50,Healthcare,,53
Satoshi Suzuki,1.3,Japan,,cosmetics,,2263,60,Fashion & Retail,,67
Savitri Jindal & family,9.7,India,,steel,,234,70,Metals & Mining,,71
Scott Cook,4.2,United States,,software,,680,60,Technology,,68
Scott Duncan,6,United States,,pipelines,,451,30,Energy,,38
Scott Farquhar,14,Australia,Oceania,software,4,150,40,Technology,,41
Scott Kapnick,1.4,United States,,private equity,,2141,60,Finance & Investments,,62
Scott Lin,2.2,Taiwan,,optical components,,1444,80,Technology,,88
Scott Smith,1,United States,,cloud computing,,2674,70,Technology,,71
Sean Parker,2.7,United States,,Facebook,,1174,40,Technology,,41
Sebastian Glaser,2.4,Germany,,sensor technology,,1299,N/A,Technology,,N/A
Sebastian Kulczyk,1.6,Poland,,diversified,,1931,40,Finance & Investments,,40
Sebastian Piñera & family,2.9,Chile,,investments,,1064,70,Finance & Investments,,71
Sebastian Siemiatkowski,2.2,Sweden,,fintech,,1444,30,Finance & Investments,,39
Sefik Yilmaz Dizdar,1.4,Turkey,,fashion retail,,2141,80,Fashion & Retail,,83
Sehat Sutardja,1.1,United States,,semiconductors,,2524,50,Technology,,59
Sekar Vembu,1.1,India,,business software,,2524,40,Technology,,49
Semahat Sevim Arsel,2.3,Turkey,,diversified,,1362,90,Diversified,,92
Senapathy Gopalakrishnan,3.3,India,,software services,,925,60,Technology,,66
Seo Jung-jin,14.2,South Korea,,biotech,,145,60,Healthcare,,63
Serge Godin,2.2,Canada,,information technology,,1444,70,Technology,,71
Sergei Galitsky,3.5,Russia,,retail,,859,50,Fashion & Retail,,53
Sergei Gordeev,3.8,Russia,,real estate,,775,40,Real Estate,,48
Sergei Katsiev,1.7,Russia,,"retail, wholesale",,1833,60,Fashion & Retail,,63
Sergei Kolesnikov,2,Russia,,building materials,,1580,40,Manufacturing,,49
Sergei Makhlai,1,Russia,,fertilizers,,2674,50,Manufacturing,,52
Sergei Popov,4.5,Russia,,banking,,638,40,Finance & Investments,,49
Sergei Studennikov,1.8,Russia,,"liquor stores, supermarkets",,1750,50,Fashion & Retail,,54
Sergei Sudarikov,1.2,Russia,,"finance, development",,2378,40,Finance & Investments,,49
Sergey Brin,89,United States,North America,Google,8,9,40,Technology,,47
Sergey Dmitriev,3.8,Russia,,computer software,,775,50,Technology,,55
Sergey Lomakin,3.1,Russia,,retail,,986,40,Fashion & Retail,,47
Sergio Mantegazza,2.7,Switzerland,,travel,,1174,90,Service,,93
Sergio Stevanato,1.9,Italy,,medical packaging,,1664,70,Healthcare,,78
Seth Klarman,1.5,United States,,investments,,2035,60,Finance & Investments,,63
Sezai Bacaksiz,2.3,Turkey,,diversified,,1362,70,Diversified,,71
Shahid Khan,8,United States,,auto parts,,308,70,Automotive,,70
Shalom Meckenzie,1.7,Israel,,★,,1833,40,Gambling & Casinos,,44
Shang Xiaobo & family,1.8,China,,Manufacturing,,1750,40,Manufacturing,,47
Shao Genhuo,1.7,China,,agribusiness,,1833,50,Food & Beverage,,55
Shao Qinxiang,1.7,China,,diversified,,1833,60,Manufacturing,,66
Shao Xiaofeng,1.3,China,,e-commerce,,2263,50,Technology,,55
Shari Arison,4.4,Israel,,Carnival Cruises,,655,60,Service,,63
Sharon Azrieli,1.1,Canada,,Real estate,,2524,60,Real Estate,,60
Shashi & Ravi Ruia,2.2,India,,diversified,,1444,N/A,Diversified,,N/A
Shaul Shani,3.8,Israel,,telecom,,775,60,Telecom,,66
Shay Banon,1.2,Israel,,search engine,,2378,40,Technology,,43
Sheldon Lavin,3,United States,,meat processing,,1008,80,Food & Beverage,,88
Shen Guojun,5.3,China,,retail,,529,50,Fashion & Retail,,58
Shen Hua & family,1.6,United States,,semiconductors,,1931,50,Technology,,58
Shen Wenrong,2.4,China,,steel production,,1299,70,Metals & Mining,,75
Shen Xiqiang & family,2,China,,chemical,,1580,70,Energy,,73
Sheryl Sandberg,1.7,United States,,Facebook,,1833,50,Technology,,51
Shi Wen-long,1.8,Taiwan,,plastics,,1750,90,Manufacturing,,93
Shi Xu,1.3,Singapore,,technology,,2263,50,Technology,,57
Shi Yifeng,1.8,China,,medical cosmetics,,1750,40,Healthcare,,47
Shi Yonghong & family,6.8,China,,restaurants,,384,50,Food & Beverage,,52
Shi Yuzhu,6.3,China,,"online games, investments",,421,50,Diversified,,58
Shigefumi Wada,1.6,Japan,,software,,1931,60,Technology,,68
Shigenobu Nagamori,8.7,Japan,,motors,,274,70,Manufacturing,,76
Shin Chang-jae,1.3,South Korea,,insurance,,2263,60,Finance & Investments,,67
Shin Dong-guk,1.1,South Korea,,Pharmaceuticals,,2524,70,Healthcare,,71
Shin Dong-joo,1,South Korea,,retail,,2674,60,Fashion & Retail,,67
Shintaro Yamada,2.2,Japan,,mobile apps,,1444,40,Technology,,43
Shirou Terashita,1.1,Japan,,investor relations consulting,,2524,60,Service,,62
Shiv Nadar,23.5,India,,software services,,71,70,Technology,,75
Shmuel Harlap,1.9,Israel,,automotive,,1664,70,Automotive,,76
Shu Ping,5.5,Singapore,,restaurants,,502,50,Food & Beverage,,51
Shum Chiu Hung & family,2.6,China,,real estate,,1205,50,Real Estate,,51
Shusheng Zheng,1.4,China,,telecom,,2141,50,Telecom,,55
Shyam & Hari Bhartia,3.5,India,,diversified,,859,60,Diversified,,68
Sid Bass,2.9,United States,,"oil, investments",,1064,70,Energy,,78
Sidney Kimmel,1.4,United States,,retail,,2141,90,Fashion & Retail,,93
Silvio Berlusconi & family,7.6,Italy,,media,,327,80,Diversified,,84
Simon Nixon,1.2,United Kingdom,,price comparison website,,2378,50,Technology,,53
Simon Reuben,7.7,United Kingdom,,"real estate, investments",,323,70,Diversified,,79
Simona Giorgetta,1.1,Italy,,chemical products,,2524,40,Construction & Engineering,,43
Smita Crishna-Godrej,2.4,India,,consumer goods,,1299,70,Diversified,,70
Sofie Kirk Kristiansen,8.7,Denmark,,Lego,,274,40,Manufacturing,,45
Soichiro Fukutake,1.1,Japan,,education,,2524,70,Service,,75
Sol Daurella,2,Spain,,Coca-Cola bottler,,1580,50,Food & Beverage,,55
Solomon Lew,2,Australia,,retail,,1580,70,Fashion & Retail,,76
Somphote Ahunai,3.3,Thailand,,renewable energy,,925,50,Energy,,53
Song Fei,3.8,China,,machinery,,775,50,Manufacturing,,54
Song Zuowen,3,China,,"aluminum, diversified",,1008,70,Diversified,,74
Sri Prakash Lohia,6.5,Indonesia,,petrochemicals,,404,60,Manufacturing,,68
Stéphane Bancel,4.3,France,,biotech,,665,40,Healthcare,,48
Stanley Druckenmiller,5.6,United States,,hedge funds,,496,60,Finance & Investments,,67
Stanley Hubbard,1.9,United States,,DirecTV,,1664,80,Media & Entertainment,,87
Stanley Kroenke,8.2,United States,,"sports, real estate",,304,70,Sports,,73
Stanley Tang,2,United States,,food delivery app,,1580,20,Technology,,28
Stef Wertheimer & family,6.2,Israel,,metalworking tools,,432,90,Manufacturing,,94
Stefan Olsson,1.9,Sweden,,diversified,,1664,70,Diversified,,72
Stefan Persson,21.3,Sweden,,H&M,,84,70,Fashion & Retail,,73
Stefan Pierer,1.3,Austria,,automotive,,2263,60,Automotive,,64
Stefan Quandt,21.6,Germany,,BMW,,81,50,Automotive,,54
Stefan Reimann-Andersen,3.8,Germany,,consumer goods,,775,50,Fashion & Retail,,57
Stefan von Holtzbrinck,2.8,Germany,,publishing,,1111,50,Media & Entertainment,,57
Stefano Gabbana,1.6,Italy,,luxury goods,,1931,50,Fashion & Retail,,58
Stefano Pessina,9.7,Italy,,drugstores,,234,70,Fashion & Retail,,79
Stein Erik Hagen,2.6,Norway,,consumer goods,,1205,60,Fashion & Retail,,64
Stelios Haji-Ioannou,1.2,Cyprus,,EasyJet,,2378,50,Service,,54
Stephan Schmidheiny,2.3,Switzerland,,investments,,1362,70,Finance & Investments,,73
Stephen Bisciotti,4.9,United States,,"staffing, Baltimore Ravens",,574,60,Sports,,60
Stephen Feinberg,2.4,United States,,private equity,,1299,60,Finance & Investments,,61
Stephen Jarislowsky,1.8,Canada,,money management,,1750,90,Finance & Investments,,95
Stephen Lansdown,2.6,Guernsey,,financial services,,1205,60,Finance & Investments,,68
"Stephen Mandel, Jr.",3.9,United States,,hedge funds,,752,60,Finance & Investments,,65
Stephen Ross,7,United States,,real estate,,369,80,Real Estate,,80
Stephen Rubin,3.3,United Kingdom,,sports apparel,,925,80,Fashion & Retail,,84
Stephen Schwarzman,21.9,United States,,investments,,79,70,Finance & Investments,,74
Stephen Smith,2.6,Canada,,finance and investments,,1205,60,Finance & Investments,,69
Stephen Winn,1.9,United States,,real estate services,,1664,70,Real Estate,,74
Steve Ballmer,68.7,United States,North America,Microsoft,9,14,60,Technology,,65
Steve Case,1.5,United States,,AOL,,2035,60,Technology,,62
Steve Cohen,16,United States,,hedge funds,,119,60,Finance & Investments,,64
Steve Conine,3.6,United States,,online retail,,831,40,Technology,,48
Steve Wynn,3.2,United States,,"casinos, hotels",,956,70,Gambling & Casinos,,79
Steven Klinsky,3.4,United States,,investments,,891,60,Finance & Investments,,64
Steven Meng Yang & family,4.2,China,,electronics,,680,30,Technology,,38
Steven Rales,8.9,United States,,manufacturing,,264,70,Manufacturing,,70
Steven Sarowitz,2.6,United States,,payroll software,,1205,50,Technology,,55
Steven Schuurman,1.5,Netherlands,,software,,2035,40,Technology,,45
Steven Spielberg,3.7,United States,,movies,,807,70,Media & Entertainment,,74
Steven Tisch,1.2,United States,,insurance,,2378,70,Diversified,,72
Steven Udvar-Hazy,4.3,United States,,aircraft leasing,,665,70,Service,,75
Stewart and Lynda Resnick,7.1,United States,,"agriculture, water",,358,N/A,Food & Beverage,,N/A
Stewart Butterfield,1.7,Canada,,messaging software,,1833,40,Technology,,48
Stewart Horejsi & family,2.3,United States,,Berkshire Hathaway,,1362,80,Finance & Investments,,83
Stewart Rahr,2.3,United States,,drug distribution,,1362,70,Healthcare,,75
Strive Masiyiwa,1.5,Zimbabwe,,telecom,,2035,60,Telecom,,60
Su Hua,17.8,China,,video streaming,,107,30,Media & Entertainment,,39
Su Rubo,1.1,China,,real estate,,2524,60,Real Estate,,66
Su Suyu & family,2.7,China,,"utilities, real estate",,1174,70,Real Estate,,72
Subhash Runwal,1.6,India,,real estate,,1931,70,Real Estate,,77
Sudhir Mehta,2.9,India,,"pharmaceuticals, power",,1064,60,Healthcare,,66
Sue Gross,1.5,United States,,investments,,2035,70,Finance & Investments,,71
Suh Kyung-bae,4.1,South Korea,,cosmetics,,705,50,Fashion & Retail,,58
Suhail Bahwan,2.3,Oman,,diversified,,1362,80,Diversified,,82
Sukanto Tanoto,1.4,Indonesia,,diversified,,2141,70,Diversified,,71
Suleiman Kerimov & family,15.8,Russia,,investments,,124,50,Finance & Investments,,55
Sumet Jiaravanon,5.5,Thailand,,diversified,,502,80,Diversified,,86
Sun Guangxin,1.8,China,,diversified,,1750,50,Diversified,,58
Sun Hongbin,9.3,United States,,real estate,,251,50,Real Estate,,58
Sun Huaiqing & family,2.3,China,,cosmetics,,1362,50,Fashion & Retail,,51
Sun Mengquan & family,2.5,China,,edible oil,,1249,70,Food & Beverage,,71
Sun Piaoyang,18.9,China,,pharmaceuticals,,96,60,Healthcare,,62
Sun Qinghuan,1.5,China,,lighting,,2035,40,Technology,,47
Sun Shoukuan,2.7,China,,"metals, coal",,1174,70,Manufacturing,,71
Sun Weijie,1.6,China,,oilfield equipment,,1931,50,Manufacturing,,57
Sun Xishuang,1.1,China,,real estate,,2524,60,Real Estate,,67
Sun Yonghui,1.5,China,,LCD main board,,2035,50,Technology,,50
Sunil Mittal & family,10.5,India,,telecom,,213,60,Telecom,,63
Sunil Vachani,1.1,India,,electronics,,2524,50,Manufacturing,,52
Sunny Varkey,1.4,India,,education,,2141,60,Service,,63
Surin Upatkoon,1,Thailand,,"telecom, lotteries, insurance",,2674,70,Diversified,,71
Surjit Kumar Gupta,1.9,India,,electrical equipment,,1664,70,Manufacturing,,79
Susan Alfond,2.3,United States,,shoes,,1362,70,Fashion & Retail,,75
Susanne Klatten,27.7,Germany,,"BMW, pharmaceuticals",11,53,50,Automotive,,58
Susanto Suwarto,1.1,Indonesia,,media,,2524,60,Media & Entertainment,,65
Sushilkumar Parekh,1.5,India,,adhesives,,2035,80,Manufacturing,,88
Susumu Fujita,1.6,Japan,,internet media,,1931,40,Media & Entertainment,,47
Swift Xie,1.4,China,,drones,,2141,40,Technology,,41
Sybill Storz,3,Germany,,medical devices,,1008,80,Healthcare,,84
Syed Mokhtar AlBukhary,1.2,Malaysia,,"engineering, energy, construction",,2378,60,Construction & Engineering,,69
Sylvia Stroeher,2,Germany,,cosmetics,,1580,60,Fashion & Retail,,65
Sze Man Bok,2.3,China,,hygiene products,,1362,70,Manufacturing,,71
T. Denny Sanford,2.8,United States,,"banking, credit cards",,1111,80,Finance & Investments,,85
T.S. Kalyanaraman,1,India,,jewelry,,2674,70,Fashion & Retail,,73
T.Y. Tsai,2.4,Taiwan,,finance,,1299,60,Finance & Investments,,68
Tadashi Yanai & family,44.1,Japan,Asia,fashion retail,8,31,70,Fashion & Retail,,72
Taha Mikati,2.5,Lebanon,,telecom,,1249,70,Telecom,,76
Tahir & family,3.3,Indonesia,,diversified,,925,60,Diversified,,69
Taichiro Motoe,1.2,Japan,,Internet services,,2378,40,Technology,,45
Takahisa Takahara,7.9,Japan,,personal care goods,,311,50,Fashion & Retail,,59
Takanori Nakamura,1.1,Japan,,cloud software,,2524,40,Technology,,48
Takao Kobayashi,1.2,Japan,,cosmetics,,2378,50,Fashion & Retail,,56
Takao Yasuda,4.3,Japan,,retail,,665,70,Fashion & Retail,,71
Takemitsu Takizaki,25.8,Japan,,sensors,,62,70,Manufacturing,,75
Tamara Gustavson,5.6,United States,,self storage,,496,50,Service,,59
Tan Eng Kee,1.1,Malaysia,,factory equipment,,2524,50,Manufacturing,,51
Tan Lili,1.9,China,,feed,,1664,N/A,Food & Beverage,,N/A
Tan Ruiqing,1.4,China,,chemicals,,2141,50,Manufacturing,,54
Tan Yu Wei,1.1,Malaysia,,retail,,2524,40,Fashion & Retail,,48
Tan Yu Yeh,1.8,Malaysia,,retail,,1750,50,Fashion & Retail,,50
Tang Jianfang,1.6,China,,packaged foods,,1931,N/A,Food & Beverage,,N/A
Tang Jinkui & family,2.4,China,,"textiles, petrochemicals",,1299,60,Manufacturing,,65
Tang Shing-bor,4.7,Hong Kong,,real estate,,608,80,Real Estate,,87
Tang Xiuguo,2,China,,manufacturing,,1580,50,Manufacturing,,57
Tang Yiu,2.2,Hong Kong,,fashion retail,,1444,80,Fashion & Retail,,87
Tang Zhuang,1.3,United States,,electronics,,2263,40,Technology,,48
Tao Yuequn,2.7,China,,Contact Lens,,1174,60,Fashion & Retail,,61
Tatyana Bakalchuk,13,Russia,,ecommerce,,164,40,Fashion & Retail,,45
Ted Alfond,2.3,United States,,shoes,,1362,70,Fashion & Retail,,76
Ted Lerner & family,4.8,United States,,real estate,,589,90,Real Estate,,95
Ted Turner,2.3,United States,,cable television,,1362,80,Media & Entertainment,,82
Teddy Sagi,5.2,Israel,,gambling software,,539,40,Gambling & Casinos,,49
Teh Hong Piow,5.7,Malaysia,,banking,,486,90,Finance & Investments,,91
Terence (Terry) Matthews,1.4,Canada,,telecom,,2141,70,Telecom,,78
Teresita Sy-Coson,2.7,Philippines,,diversified,,1174,70,Diversified,,70
Terrence Pegula,5.4,United States,,natural gas,,520,70,Energy,,70
Terry Gou,7,Taiwan,,electronics,,369,70,Technology,,70
Terry Snow,1.3,Australia,,"airports, real estate",,2263,70,Real Estate,,77
Thai Lee,3.2,United States,,IT provider,,956,60,Technology,,62
Thaksin Shinawatra,2,Thailand,,investments,,1580,70,Finance & Investments,,71
"Theo Albrecht, Jr. & family",18.8,Germany,,"Aldi, Trader Joe's",,98,70,Fashion & Retail,,70
Theo Mueller,5.1,Germany,,dairy,,550,80,Food & Beverage,,81
Theodore Leonsis,1.4,United States,,sports teams,,2141,60,Sports,,65
Theodore Rachmat,1.7,Indonesia,,diversified,,1833,70,Diversified,,77
Thierry Cruanes,1.9,United States,,software,,1664,50,Technology,,53
Thierry Dassault,7.3,France,,diversified,,344,60,Diversified,,64
Thomas Bailey,1.2,United States,,money management,,2378,80,Finance & Investments,,84
Thomas Bruch,1.1,Germany,,retail,,2524,70,Fashion & Retail,,70
Thomas Duff,1.4,United States,,"tires, diversified",,2141,60,Diversified,,64
"Thomas Frist, Jr. & family",15.7,United States,,hospitals,,126,80,Healthcare,,82
Thomas Hagen,4.3,United States,,insurance,,665,80,Finance & Investments,,85
Thomas James,1.8,United States,,finance,,1750,70,Finance & Investments,,78
Thomas Kirk Kristiansen,8.7,Denmark,,Lego,,274,40,Manufacturing,,42
Thomas Kwok,2.2,Hong Kong,,real estate,,1444,60,Real Estate,,69
Thomas Lee,2,United States,,private equity,,1580,70,Finance & Investments,,77
Thomas Peterffy,25,United States,,discount brokerage,,65,70,Finance & Investments,,76
Thomas Pritzker,4.5,United States,,"hotels, investments",,638,70,Finance & Investments,,70
Thomas Sandell,1.3,Sweden,,hedge funds,,2263,60,Finance & Investments,,60
Thomas Schmidheiny,4.8,Switzerland,,cement,,589,70,Construction & Engineering,,75
Thomas Secunda,3.5,United States,,Bloomberg LP,,859,60,Media & Entertainment,,66
Thomas Siebel,4.9,United States,,business software,,574,60,Technology,,68
Thomas Steyer,1.4,United States,,hedge funds,,2141,60,Finance & Investments,,63
Thomas Straumann,4.2,Switzerland,,dental implants,,680,50,Healthcare,,57
Thomas Struengmann & family,11,Germany,,pharmaceuticals,,200,70,Healthcare,,71
Thomas Tull,1.2,United States,,"movies, investments",,2378,50,Media & Entertainment,,50
Thomas von Koch,1.2,Sweden,,asset management,,2378,50,Finance & Investments,,55
Thomas Wu,1.5,Taiwan,,finance,,2035,70,Finance & Investments,,71
Thongma Vijitpongpun,1.2,Thailand,,real estate,,2378,60,Real Estate,,63
Thor Bjorgolfsson,2.2,Iceland,,investments,,1444,50,Diversified,,54
Tian Ming,3,China,,measuring instruments,,1008,60,Technology,,67
Tilman Fertitta,4.6,United States,,"Houston Rockets, entertainment",,622,60,Food & Beverage,,63
Tim Cook,1.3,United States,,Apple,,2263,60,Technology,,60
Tim Draper,1.5,United States,,cryptocurrency,,2035,60,Finance & Investments,,62
Tim Sweeney,4.7,United States,,video games,,608,50,Media & Entertainment,,50
Timothy Boyle,2.7,United States,,Columbia Sportswear,,1174,70,Fashion & Retail,,71
Timothy Headington,1.4,United States,,"oil & gas, investments",,2141,70,Energy,,70
Timothy Springer,2.2,United States,,biotech,,1444,70,Healthcare,,73
Timur Kulibaev,2.8,Kazakhstan,,banking,,1111,50,Finance & Investments,,54
Timur Turlov,2.1,Russia,,stock brokerage,,1517,30,Finance & Investments,,33
Tobi Lutke,9.8,Canada,,e-commerce,,232,40,Technology,,40
Todd Christopher,2.4,United States,,hair care products,,1299,50,Fashion & Retail,,58
Todd McKinnon,1.7,United States,,software,,1833,40,Technology,,49
Todd Wagner,1.9,United States,,online media,,1664,60,Media & Entertainment,,60
Todd Wanek,3.7,United States,,furniture,,807,50,Manufacturing,,57
Tom & Judy Love,10.8,United States,,retail & gas stations,,205,80,Fashion & Retail,,83
Tom Golisano,4.2,United States,,payroll services,,680,70,Service,,79
Tom Gores,5.7,United States,,private equity,,486,50,Finance & Investments,,56
Tom Morris,3,United Kingdom,,retail,,1008,60,Fashion & Retail,,66
Tom Persson,2.3,Sweden,,H&M,,1362,30,Fashion & Retail,,36
Tomas Olivo Lopez,1.6,Spain,,shopping centers,,1931,40,Real Estate,,47
Tomasz Biernacki,3.2,Poland,,supermarkets,,956,40,Fashion & Retail,,48
Tong Jinquan,2.7,China,,real estate,,1174,60,Real Estate,,66
Tong Judy Wenhong,1,China,,e-commerce,,2674,50,Technology,,51
Tony Chen,1.7,Taiwan,,electronics,,1833,70,Technology,,71
Tony Tamer,4.5,United States,,private equity,,638,60,Finance & Investments,,63
Tony Tan Caktiong & family,2.4,Philippines,,food,,1299,60,Food & Beverage,,68
Tony Xu,2.8,United States,,food delivery service,,1111,30,Technology,,36
Tony Zhao,1.1,China,,software,,2524,40,Technology,,49
Tor Peterson,1.8,United States,,commodities,,1750,50,Metals & Mining,,56
Torbjorn Tornqvist,1.8,Sweden,,oil trading,,1750,60,Energy,,67
Torstein Hagen,1.5,Norway,,cruises,,2035,70,Service,,78
Torsten Toeller,2.5,Germany,,pet food,,1249,50,Fashion & Retail,,55
Tran Ba Duong & family,1.6,Vietnam,,automotive,,1931,60,Automotive,,61
Tran Dinh Long,2.2,Vietnam,,steel,,1444,60,Manufacturing,,60
Traudl Engelhorn & family,4.2,Germany,,"pharmaceuticals, medical equipment",,680,90,Healthcare,,94
Travis Kalanick,2.8,United States,,Uber,,1111,40,Technology,,44
Trevor Milton,1.4,United States,,★,,2141,30,Automotive,,39
Trevor Rees-Jones,4,United States,,oil & gas,,727,60,Energy,,69
Trudy Shan Dai,1.1,China,,e-commerce,,2524,40,Technology,,45
Tsai Cheng-ta,3.2,Taiwan,,finance,,956,70,Finance & Investments,,71
Tsai Chi-jui,1,Taiwan,,shoes,,2674,80,Fashion & Retail,,81
Tsai Eng-meng,6.3,Taiwan,,"food, beverages",,421,60,Food & Beverage,,64
Tsai Hong-tu,3.2,Taiwan,,finance,,956,60,Finance & Investments,,68
Tsai Ming-kai,2.7,Taiwan,,semiconductors,,1174,70,Technology,,71
Tse Ping,8.9,China,,pharmaceuticals,,264,60,Healthcare,,69
Tseng Cheng,1.6,Taiwan,,petrochemicals,,1931,50,Manufacturing,,59
Tseng Sing-ai,1.1,Taiwan,,petrochemicals,,2524,N/A,Manufacturing,,N/A
Tung Chee Chen,3.4,Hong Kong,,shipping,,891,70,Logistics,,78
Tung Chee Hwa,2.6,Hong Kong,,shipping,,1205,80,Logistics,,83
Tung Ching Bor,1.6,China,,manufacturing,,1931,50,Manufacturing,,58
Tung Ching Sai,1.7,China,,manufacturing,,1833,50,Manufacturing,,56
Turgay Ciner,1.3,Turkey,,diversified,,2263,60,Diversified,,65
Ty Warner,3.6,United States,,"real estate, plush toys",,831,70,Real Estate,,76
Tyler Perry,1,United States,,"movies, television",,2674,50,Media & Entertainment,,51
Tyler Winklevoss,3,United States,,cryptocurrency,,1008,30,Finance & Investments,,39
Uday Kotak,15.9,India,,banking,,121,60,Finance & Investments,,62
Udo & Harald Tschira,4,Germany,,software,,727,N/A,Technology,,N/A
Udo Mueller,1.2,Germany,,advertising,,2378,50,Media & Entertainment,,59
Ugur Sahin,4,Germany,,biotechnology,,727,50,Healthcare,,55
Ulrich Mommert & family,1.2,Austria,,lighting,,2378,80,Automotive,,80
Ulrike Baro,1.5,Germany,,biopharmaceuticals,,2035,N/A,Healthcare,,N/A
Ulrike Meister,1.3,Germany,,appliances,,2263,50,Manufacturing,,54
Urs Wietlisbach,2.9,Switzerland,,private equity,,1064,50,Finance & Investments,,59
Vadim Moshkovich,2.4,Russia,,"agriculture, land",,1299,50,Food & Beverage,,54
Vadim Novinsky,1.4,Ukraine,,steel,,2141,50,Metals & Mining,,57
Vadim Yakunin,1,Russia,,pharmacy,,2674,50,Healthcare,,58
Vagit Alekperov,24.9,Russia,,oil,,66,70,Energy,,70
Valentin Gapontsev & family,2.8,United States,,lasers,,1111,80,Manufacturing,,82
Valentin Kipyatkov,2.7,Russia,,computer software,,1174,40,Technology,,44
Valerie Mars,7.8,United States,,"candy, pet food",,316,60,Food & Beverage,,62
Vanich Chaiyawan,2.3,Thailand,,"insurance, beverages",,1362,80,Finance & Investments,,89
Vardis Vardinoyannis & family,1.4,Greece,,oil and gas,,2141,80,Energy,,88
Vasily Anisimov,1.7,Russia,,real estate,,1833,60,Metals & Mining,,69
Vera Rechulski Santo Domingo,1.1,Brazil,,beer,,2524,70,Food & Beverage,,72
Veronica Squinzi,1,Italy,,chemical products,,2674,40,Construction & Engineering,,49
Viatcheslav Kantor,4.5,Russia,,"fertilizer, real estate",,638,60,Manufacturing,,67
Vicky Safra,7.4,Greece,,banking,,339,60,Finance & Investments,,68
Victor Jacobsson,2.7,Sweden,,fintech,,1174,30,Finance & Investments,,39
